Tree ID,Name,Oxygen_Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2)
5363,Aesculus hippocastanum,53.3,12,3.6,6,28.3
5364,Aesculus hippocastanum,36.1,12,3.6,7,38.5
5365,Aesculus hippocastanum,8.4,12,3.6,6,28.3
5366,Aesculus hippocastanum,59.5,12,3.6,8,50.3
5367,Aesculus hippocastanum,16.6,7,2.1,6,28.3
5368,Aesculus hippocastanum,7.8,5,1.5,4,12.6
5369,Aesculus hippocastanum,17.2,12,3.6,7,38.5
5370,Aesculus hippocastanum,47.3,12,3.6,6,28.3
5371,Aesculus hippocastanum,9.300000000000001,7,2.1,6,28.3
5372,Aesculus hippocastanum,53.3,12,3.6,8,50.3
5373,Aesculus hippocastanum,13,9,2.7,6,28.3
5374,Aesculus hippocastanum,12.6,6,1.8,6,28.3
5375,Aesculus hippocastanum,46.7,9,2.7,6,28.3
5376,Aesculus hippocastanum,12.6,6,1.8,3,7.1
5378,Aesculus hippocastanum,9.300000000000001,7,2.1,6,28.3
5379,Aesculus hippocastanum,6.1,6,1.8,4,12.6
5380,Aesculus hippocastanum,79.3,12,3.6,10,78.5
5381,Aesculus hippocastanum,25.3,7,2.1,8,50.3
5382,Aesculus hippocastanum,72.5,12,3.6,10,78.5
5383,Aesculus hippocastanum,62,12,3.6,10,78.5
5384,Aesculus hippocastanum,62,12,3.6,8,50.3
5385,Aesculus hippocastanum,59.5,12,3.6,7,38.5
5386,Aesculus hippocastanum,46.9,10,3,9,63.6
5387,Aesculus hippocastanum,16.5,6,1.8,3,7.1
5388,Aesculus hippocastanum,26.1,12,3.6,6,28.3
5389,Aesculus hippocastanum,9,4,1.2,2,3.1
5390,Aesculus hippocastanum,72.5,12,3.6,8,50.3
5391,Aesculus hippocastanum,59.5,12,3.6,10,78.5
5392,Aesculus hippocastanum,35.8,10,3,7,38.5
5393,Aesculus hippocastanum,59.5,12,3.6,10,78.5
5394,Aesculus hippocastanum,36.1,12,3.6,10,78.5
5395,Aesculus hippocastanum,72.5,12,3.6,10,78.5
5396,Aesculus hippocastanum,30.7,10,3,5,19.6
5397,Aesculus hippocastanum,3.3,3,0.9,2,3.1
5398,Carpinus betulus,6.1,6,1.8,4,12.6
5399,Carpinus betulus,0.8,10,3,14,153.9
5400,Platanus x acerifolia 'Bloodgood',12.6,9,2.7,5,19.6
5401,Platanus x acerifolia 'Bloodgood',10.9,10,3,4,12.6
5402,Platanus x hispanica,21.7,25,7.5,20,314.2
5403,Platanus x acerifolia 'Bloodgood',10.9,9,2.7,6,28.3
5404,Platanus x acerifolia 'Bloodgood',30.3,10,3,8,50.3
5405,Platanus x acerifolia 'Bloodgood',10.1,8,2.4,4,12.6
5406,Platanus x acerifolia 'Bloodgood',12.6,9,2.7,5,19.6
5407,Platanus x acerifolia 'Bloodgood',15.1,8,2.4,4,12.6
5408,Platanus x acerifolia 'Bloodgood',15.1,9,2.7,4,12.6
5409,Platanus x acerifolia 'Bloodgood',15.1,9,2.7,4,12.6
5410,Platanus x acerifolia 'Bloodgood',19.8,9,2.7,7,38.5
5411,Platanus x acerifolia 'Bloodgood',24.9,10,3,7,38.5
5412,Platanus x acerifolia 'Bloodgood',8.6,7,2.1,4,12.6
5413,Platanus x acerifolia 'Bloodgood',20.8,10,3,8,50.3
5414,Platanus x acerifolia 'Bloodgood',19.8,12,3.6,6,28.3
5416,Platanus x hispanica,21.7,25,7.5,20,314.2
5417,Platanus x acerifolia 'Bloodgood',10.1,6,1.8,4,12.6
5418,Platanus x acerifolia 'Bloodgood',9.4,6,1.8,4,12.6
5419,Platanus x acerifolia 'Bloodgood',9.4,7,2.1,4,12.6
5420,Platanus x acerifolia 'Bloodgood',7.2,6,1.8,4,12.6
5421,Platanus x acerifolia 'Bloodgood',12.6,10,3,6,28.3
5422,Platanus x acerifolia 'Bloodgood',5.2,6,1.8,3,7.1
5423,Platanus x acerifolia 'Bloodgood',7.2,7,2.1,3,7.1
5424,Platanus x acerifolia 'Bloodgood',7.2,6,1.8,3,7.1
5425,Platanus x acerifolia 'Bloodgood',6.5,7,2.1,3,7.1
5426,Platanus x acerifolia 'Bloodgood',10.1,9,2.7,6,28.3
5427,Platanus x acerifolia 'Bloodgood',9.4,10,3,5,19.6
5428,Platanus x acerifolia 'Bloodgood',15.1,11,3.3,7,38.5
5429,Platanus x acerifolia 'Bloodgood',15.1,11,3.3,6,28.3
5430,Platanus x acerifolia 'Bloodgood',24.9,12,3.6,9,63.6
5431,Platanus x acerifolia 'Bloodgood',14.3,10,3,6,28.3
5432,Platanus x acerifolia 'Bloodgood',24.9,12,3.6,6,28.3
5433,Platanus x acerifolia 'Bloodgood',10.9,11,3.3,5,19.6
5434,Platanus x acerifolia 'Bloodgood',28.1,12,3.6,9,63.6
5435,Platanus x acerifolia 'Bloodgood',17.9,11,3.3,7,38.5
5436,Platanus x acerifolia 'Bloodgood',17.9,10,3,7,38.5
5437,Platanus x acerifolia 'Bloodgood',7.9,10,3,5,19.6
5438,Platanus x hispanica,93.09999999999999,17,5.1,15,176.7
5439,Platanus x hispanica,21.7,26,7.8,26,530.9
5440,Platanus x hispanica,93.09999999999999,26,7.8,22,380.1
5441,Platanus x hispanica,21.7,27,8.1,24,452.4
5442,Prunus cerasifera,4.1,4,1.2,4,12.6
5443,Fraxinus ornus,7.3,6.7,2,4.9,19.2
5444,Fraxinus ornus,7.3,6.7,2,4.9,19.2
